name,sub_title,color,price,currency,description,avg_rating,review_count,parsed_sizes,dominant_color
nike dri-fit crucial catch (nfl tampa bay buccaneers),women's t-shirt,Black,40.0,USD,"showcase your support.join the nfl in a great cause with the nike dri-fit crucial catch (nfl tampa bay buccaneers) t-shirt. it's designed with sweat-wicking technology to help keep you dry and comfortable as you proudly rep your team.benefitsnike dri-fit technology helps you stay dry, comfortable and focused.jersey fabric has a soft, lightweight feel.product details57% cotton/43% polyestermachine washimportedshown: blackstyle: ns5400azuv-8uq",4.77391304347826,0.0,"['XS (0–2)', 'S (4–6)', 'M (8–10)', 'L (12–14)', 'XL (16–18)']",Black
nike zoned support,calf sleeves,Black,45.0,USD,"dry support.the nike zoned support calf sleeves feature a sweat-wicking, compressive design for dry comfort and optimal support.benefitsdri-fit technology helps keep you dry and comfortable.flat seams feel smooth against your skin.left/right specific provide an enhanced fit.product detailssold as a pairreflective elementsthis product is not intended for use as personal protective equipment (ppe)70% nylon/30% spandexmachine washimportedshown: blackstyle: nrse5-042",4.8,11.0,"['S', 'M', 'L', 'XL']",Black
nike,ponytail holder (9-pack),Multi-Color,10.97,USD,"maintain your focus.the nike ponytail holder (9-pack) includes 9 stretchy elastic bands to securely hold your hair so you can maintain your focus.product detailswidths: 0.5in/1.5cm, 0.5in/1cm, 0.2in/0.5cm.48% polyester/31% rubber/19% nylon/2% spandeximportedshown: multi-colorstyle: n0003537-036",3.9,15.0,[],Multi-Color
nike dri-fit vapor,men's golf polo,White/Black,55.97,USD,"iconic performance.the nike dri-fit vapor polo pairs stretchy, sweat-wicking fabric with a knit-in 26-degree chevron design, a tribute to the iconic look of the nike windrunner. the knit-in pattern adds breathability, helping you stay cool and comfortable on and off the course. the swoosh is on the left sleeve so you can easily apply custom graphics like a logo or a crest to the chest.benefitsnike dri-fit technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.mesh insert at the back of the collar adds breathability in this high-heat area.hem vents let the polo drape nicely when worn untucked or stay tucked-in when it needs to.product detailsstandard fit for a relaxed, easy feelfold over collar2-button placket100% polyestermachine washshown: white/blackstyle: dh0930-100windrunner originsthe windrunner became the face of nike apparel in 1978, at a time when the company was known for its footwear. today, this running-turned-everyday jacket is still as relevant and exciting as it was back then with its iconic 26-degree chevron styling, excellent breathability and weather resistance.",4.77391304347826,0.0,"['S', 'M', 'L', 'XL', '2XL']",White
nike sportswear,toddler t-shirt and shorts set,Multi-Color,32.97,USD,"comfort from top to bottom.the nike set includes a t-shirt and shorts to keep little ones comfy all day long.benefitscotton fabric feels soft and comfortable.ribbed collar stretches for comfort.the shorts are made with french terry fabric that feels soft and smooth on the outside and gently textured on the inside.product detailsstandard fit for a relaxed, easy feelt:shirt: 100% cotton shorts: 60% cotton, 40% polyestertop：hand washimportedshown: multi-colorstyle: 76h749-023",5.0,3.0,[],Multi-Color
air jordan xxxv low ds pf,basketball shoes,Hyper Jade/Bright Crimson/Blue Orbit/Metallic Silver,165.0,USD,"basketball players create separation by cutting quicker, running faster and jumping higher than the competition. the ultra-lightweight air jordan xxxv low helps transform your speed and power into linear and vertical separation. similar to the inline game shoe, it uses a sculpted and stable midsole that's loaded with visible, large-volume zoom air units to help you exploit the space you create. the lower collar height allows ankle mobility while keeping you fully and comfortably contained. this pf version has an extra-durable outsole that's ideal for outdoor courts.eclipse the competitionthe sculpted eclipse plate 2.0 is raised along its upper edge to enhance side-to-side stability and support. it's hollowed out to reduce the shoe's overall weight while letting you see through the shoe.2x visible zoomzoom air cushioning under the heel and forefoot has a springy, responsive feel. the large-volume heel unit provides impact cushioning, while the forefoot unit helps support your game. the edges of both units are visible through the hollow midsole plate.lace up, lock inflightwire cables stitched into the side radiate up from the curved plate. when you lace up they pull the material snugly over the sides and top of your foot to help keep you stable on the footbed.traction and controlthe rubber outsole uses a modified herringbone tread pattern that grips the court. it's designed to help you stop, start and change directions on the fly.more benefitsthe extra-durable outsole rubber is designed to play on outdoor courts.product detailsfoam soletongue pull tabnot intended for use as personal protective equipment (ppe)shown: hyper jade/bright crimson/blue orbit/metallic silverstyle: dj2831-300",4.77391304347826,0.0,[],Hyper Jade
nike college dri-fit (ucla),men's polo,Signal Blue,50.0,USD,"with bruins details on a time-tested silhouette, this ucla polo is a perfect fit for the sidelines or your daily adventures. it gives you a little extra to keep you going with uv-treated fabric that wicks sweat to help you stay cool.benefitsnike dri-fit technology moves sweat away from your skin for quicker evaporation, helping you stay dry and comfortable.knit fabric feels soft and smooth.product detailsthis product provides uva and uvb protection from the sun only in the areas covered by the garment. to protect exposed areas, the use of good quality sunscreen is recommended.standard fit for a relaxed, easy feeldropped back hem100% polyestermachine washimportedshown: signal bluestyle: dq9266-403",4.77391304347826,0.0,"['S', 'XL', '2XL']",Signal Blue
jordan,big kids' (boys') full-zip jacket,Black,75.0,USD,fuzzy fit for cold temps.the jordan jacket is made with plush sherpa fleece to keep you looking and feeling comfortable in cold temps. dna details create instant hoops style.benefitsfuzzy sherpa fleece feels warm and cozy inside and outside.the high collar helps block out the wind.full-length zipper lets you adjust for a comfy fit.product detailsloose fit for a roomy feel100% polyestermachine washimportedshown: blackstyle: 95a724-023,4.77391304347826,0.0,[],Black
nfl los angeles rams nike vapor untouchable (matthew stafford),men's limited football jersey,White,160.0,USD,"gridiron look.the nfl los angeles rams nike vapor untouchable jersey delivers an authentic touch on game day. sweat-wicking technology and sublimated detailing help provide all-day comfort as you rep your favorite player.benefitsnike dri-fit technology helps you stay dry, comfortable and focused.sublimated details add breathability.ventilation over major heat zones helps keep you cool.product detailsstandard fit for a relaxed, easy feelnfl shield at v-necktagless neck labellaser-cut embossed jock tag100% polyestermachine washimportedshown: whitestyle: 32nmlrla95f-2qf",4.77391304347826,0.0,"['M', 'L', 'XL', '2XL']",White
nike team first (mlb houston astros),women's cropped t-shirt,Orange,35.0,USD,show your team spirit.keep comfy and casual in the nike team first (mlb houston astros) t-shirt. its cropped design and large team details make this cotton tee a trendy show of support for your mlb crew.product details100% cottonmachine washimportedshown: orangestyle: nmmd032nhus-0lq,4.77391304347826,0.0,[],Orange
